422
Thu  .  14:19:26  .  2015-08-20  .    .  JimmyPHONE-908
Thu  .  14:28:08  .  2015-08-20  .    .  JimmyString updates
Thu  .  14:35:13  .  2015-08-20  .    .  JimmyTypographyDashes fix
Thu  .  14:41:27  .  2015-08-20  .    .  JimmyTypographyDashes fix
Thu  .  15:06:07  .  2015-08-20  .    .  /OU=Domain Control Validated/CN=svn.company.net[gradle-release] prepare for next development iteration
Fri  .  11:16:41  .  2015-08-21  .    .  JimmyPHONE-854 - Changed sender ID
Fri  .  12:12:20  .  2015-08-21  .    .  JimmyPHONE-996
Fri  .  14:07:58  .  2015-08-21  .    .  JimmyPHONE-996
Fri  .  16:50:38  .  2015-08-21  .    .  JimmyPHONE-434
Mon  .  10:37:35  .  2015-08-24  .    .  JimmyPHONE-363
Mon  .  11:14:13  .  2015-08-24  .    .  /OU=Domain Control Validated/CN=svn.company.net[gradle-release] prepare for next development iteration
Tue  .  09:34:01  .  2015-08-25  .    .  ThomasPHONE-995: ATT Android || Keypad is in visible state when we click on hamburger menu from the help screen search field
Tue  .  16:28:54  .  2015-08-25  .    .  ThomasPHONE-1039: Phone 2.0 - Push notification icon is not matching on all devices.
Tue  .  17:19:59  .  2015-08-25  .    .  NickyPHONE-1014,Phone 2.0 - Unexpected response on the progress bar while restoring.,ANDINTL-3366,15.2- Warning message is displayed when we disabled wi-fi during photo upload,upload is not resuming when wi-fi is back,
Wed  .  08:12:56  .  2015-08-26  .    .  FreddiePHONE-1018: Phone || Files downloading is not resuming once the airplane mode is turned ON and OFF,
Wed  .  09:41:24  .  2015-08-26  .    .  ThomasMerging 15.2 changes
Wed  .  10:51:19  .  2015-08-26  .    .  FreddieANDINTL-3702: 15.2-PC-login pop up is displayed when device is kept idle for some time,
Thu  .  09:07:17  .  2015-08-27  .    .  ThomasRemoved unused -keepclassmembers
Thu  .  15:18:55  .  2015-08-27  .    .  murari.krishnanfixed PHONE-1104 No-Videos message is displayed under photos tab.
Fri  .  09:28:08  .  2015-08-28  .    .  FreddiePHONE-1018: Phone || Files download is not resuming once connection is lost and regained,Finer detection of the manager to call (remote or local file manager) depending on the state of the work
Thu  .  10:11:46  .  2015-09-03  .    .  FreddiePHONE-1018: Phone || Files download is not resuming once connection is lost and regained,extends to all I/O exceptions the pause of download operations, by using the latest Cloud SDK 1.0.8.18
Thu  .  16:43:11  .  2015-09-03  .    .  ThomasPHONE-1109: Phone 2.0 - Empty Pop up message is displayed when we tap on continue on Download paused Roaming detected screen.
Fri  .  09:24:09  .  2015-09-04  .    .  ThomasPHONE-1158: ATT Android || Inconsistence of 'Remove from Playlist' from contextual menu to title
Fri  .  10:33:11  .  2015-09-04  .    .  ThomasPHONE-1152: Phone 2.0 - Pop up message is displayed as creating music album when we are trying to creating photo album
